cord_uid,doi,sha,pdf_json_files,pmc_json_files,title,trigger_terms,appositive_phrases
nmfkoyvn,10.1155/2022/2671343,b20c63edd6ef638f79df455c1aac691dd9de7cf9,document_parses/pdf_json/b20c63edd6ef638f79df455c1aac691dd9de7cf9.json,document_parses/pmc_json/PMC8853789.xml.json,The Improvement of Cardiac and Endothelial Functions of Xue-Fu-Zhu-Yu Decoction for Patients with Acute Coronary Syndrome: A Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,The Improvement of Cardiac and Endothelial Functions of Xue-Fu-Zhu-Yu Decoction for Patients with Acute Coronary Syndrome: A Meta-Analysis
831ia14i,10.1161/strokeaha.121.035216,5a91eb7f04ae271abcc365f3f7cc32a129af2105; 39ea0cb9db7b47bf3b0766ae6ab8da1756ca0098,document_parses/pdf_json/5a91eb7f04ae271abcc365f3f7cc32a129af2105.json; document_parses/pdf_json/39ea0cb9db7b47bf3b0766ae6ab8da1756ca0098.json,document_parses/pmc_json/PMC8884127.xml.json,"Dosage, Intensity, and Frequency of Language Therapy for Aphasia: A Systematic Review–Based, Individual Participant Data Network Meta-Analysis",Meta-Analysis,"Dosage, Intensity, and Frequency of Language Therapy for Aphasia: A Systematic Review–Based, Individual Participant Data Network Meta-Analysis"
n3wu0kb4,10.3390/nano12050778,7c7fbee3f7f68b28b692035fc88f6dd83a326eb7,document_parses/pdf_json/7c7fbee3f7f68b28b692035fc88f6dd83a326eb7.json,document_parses/pmc_json/PMC8911807.xml.json,Engineered Nanotechnology: An Effective Therapeutic Platform for the Chronic Cutaneous Wound,Platform,Engineered Nanotechnology: An Effective Therapeutic Platform
oml7uixm,10.1371/journal.pone.0265085,c02844bb45861b14820d55a8d27a475cf4548252,document_parses/pdf_json/c02844bb45861b14820d55a8d27a475cf4548252.json,document_parses/pmc_json/PMC8912150.xml.json,Efficacy of propylthiouracil in the treatment of pregnancy with hyperthyroidism and its effect on pregnancy outcomes: A meta-analysis,meta-analysis,Efficacy of propylthiouracil in the treatment of pregnancy with hyperthyroidism and its effect on pregnancy outcomes: A meta-analysis
bek6we4i,10.1001/jamapsychiatry.2022.0100,,,,Socioeconomic Indicators of Treatment Prognosis for Adults With Depression: A Systematic Review and Individual Patient Data Meta-analysis,Meta-analysis,Socioeconomic Indicators of Treatment Prognosis for Adults With Depression: A Systematic Review and Individual Patient Data Meta-analysis
cb71o228,10.3390/ijms23084430,370783ad9693bbffe4d2a5af5ed0d6ba38252340,document_parses/pdf_json/370783ad9693bbffe4d2a5af5ed0d6ba38252340.json,document_parses/pmc_json/PMC9024992.xml.json,Non-Coding RNAs in Tuberculosis Epidemiology: Platforms and Approaches for Investigating the Genome’s Dark Matter,Platforms,Non-Coding RNAs in Tuberculosis Epidemiology: Platforms
1fy7y487,10.18332/tid/146905,8fe31c4426432289948ed5e9619748d99cb6da6e,document_parses/pdf_json/8fe31c4426432289948ed5e9619748d99cb6da6e.json,document_parses/pmc_json/PMC8996217.xml.json,Association between prenatal or postpartum exposure to tobacco smoking and allergic rhinitis in the offspring: An updated meta-analysis of nine cohort studies,meta-analysis,Association between prenatal or postpartum exposure to tobacco smoking and allergic rhinitis in the offspring: An updated meta-analysis
8w4m1iu4,10.1038/s41598-022-10569-2,88ef0f6e75ed7ac93b9c9b8e68811fd2f7b2f660,document_parses/pdf_json/88ef0f6e75ed7ac93b9c9b8e68811fd2f7b2f660.json,,Prevalence and effect of Plasmodium spp. and hookworm co-infection on malaria parasite density and haemoglobin level: a meta-analysis,meta-analysis,Prevalence and effect of Plasmodium spp. and hookworm co-infection on malaria parasite density and haemoglobin level: a meta-analysis
l6eabqrc,10.1186/s12884-022-04690-3,75d6face8ad8a7a5db2cb58d5c9454a834166631,document_parses/pdf_json/75d6face8ad8a7a5db2cb58d5c9454a834166631.json,document_parses/pmc_json/PMC9055740.xml.json,The incidence of gestational diabetes mellitus among women with polycystic ovary syndrome: a meta-analysis of longitudinal studies,meta-analysis,The incidence of gestational diabetes mellitus among women with polycystic ovary syndrome: a meta-analysis
ipkrqbp1,10.3390/ijerph19095164,c95feeb812b1e22dda029ba5844f9edeb880c1ea,document_parses/pdf_json/c95feeb812b1e22dda029ba5844f9edeb880c1ea.json,document_parses/pmc_json/PMC9103874.xml.json,Time Spent on Social Media and Risk of Depression in Adolescents: A Dose–Response Meta-Analysis,Meta-Analysis,Adolescents: A Dose–Response Meta-Analysis
2qhi64p4,10.3389/fphar.2022.854292,fc311013c7531d2fa9341532ec456dc06de53f91,document_parses/pdf_json/fc311013c7531d2fa9341532ec456dc06de53f91.json,document_parses/pmc_json/PMC9117623.xml.json,Evidence and Characteristics of Traditional Chinese Medicine for Coronary Heart Disease Patients With Anxiety or Depression: A Meta-Analysis and Systematic Review,Meta-Analysis,Evidence and Characteristics of Traditional Chinese Medicine for Coronary Heart Disease Patients With Anxiety or Depression: A Meta-Analysis
3xuf456o,10.1007/s11356-022-19312-w,,,,Correction to: Mapping the knowledge of green consumption: a meta-analysis,meta-analysis,: Mapping the knowledge of green consumption: a meta-analysis
ijitms6y,10.1177/00048674211031486,225d2741010dfdf225a4c59adb8ade2605055b92,document_parses/pdf_json/225d2741010dfdf225a4c59adb8ade2605055b92.json,document_parses/pmc_json/PMC9131419.xml.json,Dietary patterns and internalizing symptoms in children and adolescents: A meta-analysis,meta-analysis,Dietary patterns and internalizing symptoms in children and adolescents: A meta-analysis
27h60z6m,10.1007/s11739-021-02919-1,0bcbcec921eaed4f28ef627db321819b04ca7d62,document_parses/pdf_json/0bcbcec921eaed4f28ef627db321819b04ca7d62.json,document_parses/pmc_json/PMC9135863.xml.json,Length of stay as quality indicator in emergency departments: analysis of determinants in the German Emergency Department Data Registry (AKTIN registry),registry,Emergency Department Data Registry (AKTIN registry
wts1a0t7,10.3390/mi13050682,048fde6b9cba28cd3c49d0a07823fc23fac126cc,document_parses/pdf_json/048fde6b9cba28cd3c49d0a07823fc23fac126cc.json,document_parses/pmc_json/PMC9144081.xml.json,"Early Notice Pointer, an IoT-like Platform for Point-of-Care Feet and Body Balance Screening",Platform,"Early Notice Pointer, an IoT-like Platform"
6kqnzkap,10.3390/tropicalmed7050065,216b96817b9214e640a50825366cd77051be38ef,document_parses/pdf_json/216b96817b9214e640a50825366cd77051be38ef.json,document_parses/pmc_json/PMC9145978.xml.json,Time Trend Analysis of Tuberculosis Treatment While Using Digital Adherence Technologies—An Individual Patient Data Meta-Analysis of Eleven Projects across Ten High Tuberculosis-Burden Countries,Meta-Analysis,Using Digital Adherence Technologies—An Individual Patient Data Meta-Analysis
hqy247cb,10.3390/ph15050565,dfc40a20c9f300d0ca44189a169d24aaeb004699,document_parses/pdf_json/dfc40a20c9f300d0ca44189a169d24aaeb004699.json,document_parses/pmc_json/PMC9146999.xml.json,A Focus on Abuse/Misuse and Withdrawal Issues with Selective Serotonin Reuptake Inhibitors (SSRIs): Analysis of Both the European EMA and the US FAERS Pharmacovigilance Databases,Databases,Selective Serotonin Reuptake Inhibitors (SSRIs): Analysis of Both the European EMA and the US FAERS Pharmacovigilance Databases
ypviren7,10.1016/j.bpj.2018.11.1007,,,,The SARS-CoV Fusion Peptide Forms an Extended Bipartite Fusion Platform that Perturbs Membrane Order in a Calcium-Dependent Manner,Platform,CoV Fusion Peptide Forms an Extended Bipartite Fusion Platform
1q9g19bs,10.1007/978-1-84882-285-6_1,c6f13290eb430f42bf08b57081e4a7dc79142399,document_parses/pdf_json/c6f13290eb430f42bf08b57081e4a7dc79142399.json,,Avida: A Software Platform for Research in Computational Evolutionary Biology,Platform,Avida: A Software Platform
xc4ae7c1,10.1007/978-3-642-39215-3_44,cea5280a48f1135f27d0a76572fc18e1a47692f7,document_parses/pdf_json/cea5280a48f1135f27d0a76572fc18e1a47692f7.json,,Mo-Buzz: Socially-Mediated Collaborative Platform for Ubiquitous Location Based Service,Platform,Mo-Buzz: Socially-Mediated Collaborative Platform
czqzsppq,10.1007/978-1-4939-1417-3_9,a065f219244a30fbfe0008ab3ca4ebb2a535a34d,document_parses/pdf_json/a065f219244a30fbfe0008ab3ca4ebb2a535a34d.json,document_parses/pmc_json/PMC7121566.xml.json,"Virus-Like Particles, a Versatile Subunit Vaccine Platform",Platform,"Virus-Like Particles, a Versatile Subunit Vaccine Platform"
veygbs1f,10.1007/0-387-32892-0_25,f623d9a234bd5de15e8c446774bc4671263c1add,document_parses/pdf_json/f623d9a234bd5de15e8c446774bc4671263c1add.json,,Bead-Based Flow Cytometric Assays: A Multiplex Assay Platform with Applications in Diagnostic Microbiology,Platform,Based Flow Cytometric Assays: A Multiplex Assay Platform
q3gj4raw,10.1007/978-3-642-12079-4_26,ec169902ebae6235510a3ece2c73946f9a278ec0,document_parses/pdf_json/ec169902ebae6235510a3ece2c73946f9a278ec0.json,,Gryphon: A Hybrid Agent-Based Modeling and Simulation Platform for Infectious Diseases,Platform,Gryphon: A Hybrid Agent-Based Modeling and Simulation Platform
1smox6p8,10.1007/978-3-030-49461-2_38,d85cd91a550bfdb5555c1f2a6ade739053b23d06,document_parses/pdf_json/d85cd91a550bfdb5555c1f2a6ade739053b23d06.json,document_parses/pmc_json/PMC7250617.xml.json,Piveau: A Large-Scale Open Data Management Platform Based on Semantic Web Technologies,Platform,Piveau: A Large-Scale Open Data Management Platform
gscm0v1d,10.1186/s12916-020-01592-z,26842341f67cf3c0f8265ae466161fb9cb24bb54; ed88d4e5b6d6287e6898818776c92f77f71a2872,document_parses/pdf_json/26842341f67cf3c0f8265ae466161fb9cb24bb54.json; document_parses/pdf_json/ed88d4e5b6d6287e6898818776c92f77f71a2872.json,document_parses/pmc_json/PMC7263905.xml.json,Pregnancy outcomes and risk of placental malaria after artemisinin-based and quinine-based treatment for uncomplicated falciparum malaria in pregnancy: a WorldWide Antimalarial Resistance Network systematic review and individual patient data meta-analysis,meta-analysis,and individual patient data meta-analysis
pnohfl7m,10.1186/s12889-020-08946-5,6d52f97cb057010306b87ff415a92d24bfeda388,document_parses/pdf_json/6d52f97cb057010306b87ff415a92d24bfeda388.json,document_parses/pmc_json/PMC7266116.xml.json,Another piece of the Zika puzzle: assessing the associated factors to microcephaly in a systematic review and meta-analysis,meta-analysis,Another piece of the Zika puzzle: assessing the associated factors to microcephaly in a systematic review and meta-analysis
avkh1yla,10.1007/s11695-020-04820-w,6794cbaf91662f852a957936c88028a760179d45,document_parses/pdf_json/6794cbaf91662f852a957936c88028a760179d45.json,document_parses/pmc_json/PMC7334624.xml.json,Outcomes of Bariatric Surgery in African Americans: an Analysis of the Metabolic and Bariatric Surgery Accreditation and Quality Improvement Program (MBSAQIP) Data Registry,Registry,Americans: an Analysis of the Metabolic and Bariatric Surgery Accreditation and Quality Improvement Program (MBSAQIP) Data Registry
55e6teg7,10.1007/s40259-020-00434-x,3943a9d9774266f9ae16f57f612428dd20af430f,document_parses/pdf_json/3943a9d9774266f9ae16f57f612428dd20af430f.json,document_parses/pmc_json/PMC7402079.xml.json,Designer Exosomes: A New Platform for Biotechnology Therapeutics,Platform,Designer Exosomes: A New Platform
pi259i8y,10.1007/s00607-020-00837-2,194c03adad7b37fb995b26b1bd7c0acd3958251a,document_parses/pdf_json/194c03adad7b37fb995b26b1bd7c0acd3958251a.json,document_parses/pmc_json/PMC7437110.xml.json,Ubiquitous Health Profile (UHPr): a big data curation platform for supporting health data interoperability,platform,Ubiquitous Health Profile (UHPr): a big data curation platform
7786vr0y,10.3389/fphar.2020.01260,bd1c4c4e0f4c098f0d19413cd8a6f6fd73be4bda,document_parses/pdf_json/bd1c4c4e0f4c098f0d19413cd8a6f6fd73be4bda.json,document_parses/pmc_json/PMC7485145.xml.json,Comparative Efficacy of Danshen Class Injections for Treating Acute Coronary Syndrome: A Multidimensional Bayesian Network Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,Comparative Efficacy of Danshen Class Injections for Treating Acute Coronary Syndrome: A Multidimensional Bayesian Network Meta-Analysis
thlru18h,10.1002/uog.23048,,,,VP45.17: COVI‐PREG: an international COVID‐19 and pregnancy registry,registry,VP45.17: COVI‐PREG: an international COVID‐19 and pregnancy registry
3n80yc3y,10.1186/s13054-020-03438-9,2733c82c2a15c7bc0017f19cbecd49e487fad17f,document_parses/pdf_json/2733c82c2a15c7bc0017f19cbecd49e487fad17f.json,document_parses/pmc_json/PMC7787590.xml.json,Mortality in septic patients treated with vitamin C: a systematic meta-analysis,meta-analysis,Mortality in septic patients treated with vitamin C: a systematic meta-analysis
qd5i3q6k,10.1097/md.0000000000024128,4b837a7f58f50e278a9e433fbae283e3a75de2d5,document_parses/pdf_json/4b837a7f58f50e278a9e433fbae283e3a75de2d5.json,document_parses/pmc_json/PMC7837975.xml.json,Chinese herbal medicine injections (CHMIs) for chronic pulmonary heart disease: A protocol for a Bayesian network meta-analysis,meta-analysis,for a Bayesian network meta-analysis
3mt519sg,10.3390/ijerph18052375,a49cb4c40c830fd2eb4ed2a96bfca9ef9fe3f1d5,document_parses/pdf_json/a49cb4c40c830fd2eb4ed2a96bfca9ef9fe3f1d5.json,document_parses/pmc_json/PMC7967730.xml.json,The Association of Bisphenol A and Phthalates with Risk of Breast Cancer: A Meta-Analysis,Meta-Analysis,The Association of Bisphenol A and Phthalates with Risk of Breast Cancer: A Meta-Analysis
xtj3p9mz,10.1007/978-3-030-58796-3_45,ade980434c2c3d30709431aee0c1990afe19f0ac,document_parses/pdf_json/ade980434c2c3d30709431aee0c1990afe19f0ac.json,document_parses/pmc_json/PMC7972611.xml.json,EuroMath: A Web-Based Platform for Teaching of Accessible Mathematics,Platform,EuroMath: A Web-Based Platform
3ss0f6fp,10.1007/978-3-030-58811-3_50,01f53faa7c3f5c5a03226ef22f8be079fd973ea1,document_parses/pdf_json/01f53faa7c3f5c5a03226ef22f8be079fd973ea1.json,document_parses/pmc_json/PMC7974674.xml.json,Parallel Development of Comparable Photogrammetric Workflows Based on UAV Data Inside SW Platforms,Platforms,Parallel Development of Comparable Photogrammetric Workflows Based on UAV Data Inside SW Platforms
brtfiqce,10.1007/978-3-030-58802-1_61,298b732028ccb7607becb1ff58d39c21f7c8509f,document_parses/pdf_json/298b732028ccb7607becb1ff58d39c21f7c8509f.json,document_parses/pmc_json/PMC7978630.xml.json,i-CHANGE: A Platform for Managing Dockless Bike Sharing Systems,Platform,i-CHANGE: A Platform
ze0qimcn,10.1016/j.medine.2021.04.005,626cdabeb0752aba9d6acff3f16f3a3839d68ede; a3960a591eb1401ad65879bc60d162590de847fb,document_parses/pdf_json/626cdabeb0752aba9d6acff3f16f3a3839d68ede.json; document_parses/pdf_json/a3960a591eb1401ad65879bc60d162590de847fb.json,document_parses/pmc_json/PMC8084990.xml.json,Non-invasive ventilatory support in patients with COVID-19 pneumonia: A Spanish multicenter registry(),registry,-invasive ventilatory support in patients with COVID-19 pneumonia: A Spanish multicenter registry
shnb4qdh,10.1016/s0016-5085(21)01525-0,,,,Fr504 PREDICTORS OF MORTALITY OUTCOMES OF CLOSTRIDIOIDES DIFFICILE INFECTION IN THE UNITED STATES: RESULTS FROM NATIONAL INPATIENT SAMPLE DATABASE 2012 - 2017,DATABASE,Fr504 PREDICTORS OF MORTALITY OUTCOMES OF CLOSTRIDIOIDES DIFFICILE INFECTION IN THE UNITED STATES: RESULTS FROM NATIONAL INPATIENT SAMPLE DATABASE
o8rfqyw2,10.1093/bjs/znab134.286,,,,470 Could Covid-19 Change the Way We Do Clinics for The Better? A Comparison of Remote Versus Outpatient Clinic Follow-Up for Surgical Patients: A Meta-Analysis of Randomised Controlled Trials,Meta-Analysis,Better? A Comparison of Remote Versus Outpatient Clinic Follow-Up for Surgical Patients: A Meta-Analysis
m1shukzz,10.1007/s40299-021-00594-6,30fe9ba8d0c70fb86cd1258e9803a42543c4ecd6,document_parses/pdf_json/30fe9ba8d0c70fb86cd1258e9803a42543c4ecd6.json,document_parses/pmc_json/PMC8155179.xml.json,The Effects of Online Feedback on ESL/EFL Writing: A Meta-Analysis,Meta-Analysis,ESL/EFL Writing: A Meta-Analysis
wxmnx7or,10.1097/md.0000000000026524,1c6e28bf8e7180338bfd57839601d610b4411122,document_parses/pdf_json/1c6e28bf8e7180338bfd57839601d610b4411122.json,document_parses/pmc_json/PMC8294891.xml.json,Comparison of the efficacy and safety indicators of DMARDs for rheumatoid arthritis: A network meta-analysis,meta-analysis,Comparison of the efficacy and safety indicators of DMARDs for rheumatoid arthritis: A network meta-analysis
mlfsdwdi,10.1186/s40560-021-00563-7,8466f8d7c5cd156ab0c007cd928aa633ab1ba3a6,document_parses/pdf_json/8466f8d7c5cd156ab0c007cd928aa633ab1ba3a6.json,document_parses/pmc_json/PMC8295978.xml.json,Conservative oxygen therapy for critically ill patients: a meta-analysis of randomized controlled trials,meta-analysis,Conservative oxygen therapy for critically ill patients: a meta-analysis
y7htguil,10.3390/nu13072342,f207c3c803257af1ab814047fb72349d39031da6,document_parses/pdf_json/f207c3c803257af1ab814047fb72349d39031da6.json,document_parses/pmc_json/PMC8308510.xml.json,Intake of Fish and Marine n-3 Polyunsaturated Fatty Acids and Risk of Cardiovascular Disease Mortality: A Meta-Analysis of Prospective Cohort Studies,Meta-Analysis,Intake of Fish and Marine n-3 Polyunsaturated Fatty Acids and Risk of Cardiovascular Disease Mortality: A Meta-Analysis
